k-ua-z^	0-0-0	กัวะ
w-ee-ng^	19-4-20	เวง,เหวง

ng-ee-ng^	19-4-25	เงง,เหงง

ph-ee-ng^	19-4-6	เผง,เพง

m-ee-ng^	19-4-21	เหมง,เมง,เมงค์

kh-ee-ng^	19-4-10	เขง,เคง,เฆง

c-ee-ng^	19-4-1	เจง

phl-ee-ng^	19-4-5	เพลง

f-ee-ng^	19-4-18	เฟง

d-ee-ng^	19-4-13	เดง

ch-ee-ng^	19-4-2	เชง,เฉง

kr-ee-ng^	19-4-8	เกรง

k-ee-ng^	19-4-0	เกง

b-ee-ng^	19-4-30	เบง,เบงก์,เบงค์

h-ee-ng^	19-4-28	เหง,เฮง

z-ee-m^	19-7-27	เอร์ม,เอมซ์

k-ee-m^	19-7-0	เกม,เกมส์

khl-ee-m^	19-7-24	เคลย์ม

ph-ee-m^	19-7-6	เพม

th-ee-m^	19-7-16	เทม,เทมส์

t-ee-m^	19-7-3	เตม,เตมส์

j-ee-m^	19-7-7	เยม,เยมส์

pr-ee-m^	19-7-17	เปรม

s-ee-m^	19-7-19	เศม,เซมบ์,เศน์ม,เสม,เษม

ng-ee-m^	19-7-25	เงม

p-ee-m^	19-7-12	เปม

r-ee-m^	19-7-9	เรม,เรย์ม

phl-ee-m^	19-7-5	เพลม

c-ee-m^	19-7-1	เจม,เจมส์

kh-ee-m^	19-7-10	เขม,เคม,เฆม,เขหม

m-ee-m^	19-7-21	เมม,เมห์ม

fl-ee-m^	19-7-32	เฟลม

fr-ee-m^	19-7-36	เฟรม

f-ee-m^	19-7-18	เฟต์ม,เฟม

d-ee-m^	19-7-13	เดม,เดมส์

w-ee-m^	19-7-20	เวม

l-ee-m^	19-7-4	เลย์ม,เลห์ม,เลม

kr-ee-m^	19-7-8	เกรย์ม

n-ee-m^	19-7-15	เนต์ม,เนหม,เนซ์ม,เนม,เนห์ม,เนท์ม

b-ee-m^	19-7-30	เบม

h-ee-m^	19-7-28	เหม,เฮล์ม,เฮย์ม,เฮม,เฮมม์

ch-ee-m^	19-7-2	เชม,เฌม

n-ee-t^	19-8-15	เนช,เนดต์,เนต์ซ,เนต์ท,เนศ,เนซ,เนธ,เนส,เนจ,เนทร์,เนด์ท,เนซ์ส,เนซ์ซ,เนซ์ท,เณศ,เณศร์,เณศวร์,เณส,เณท์ด,เนทท์,เนย์ส,เนสท์,เนสส์,เนสต์,เนซห์,เนตร,เนตร์,เนติ,เนติกส์,เนตต์,เนตสก์,เนตส์,เนศร์,เณฑ,เนต์ส,เนท์ส

th-ee-t^	19-8-16	เทจส์,เทท,เทสท์,เทสก์,เทสต์,เทศน์,เทศก์,เฐฏ,เถท,เธส,เทต,เทติ

r-ee-t^	19-8-9	เรษน์,เรจ,เรศน์,เรศร์,เรศวร์,เรสท์,เรตซ์,เรตส์,เรตต์,เรช,เรท,เรซ,เรสส์,เรด,เรสต์,เรชต์,เรชท์,เรตร,เรษญ์,เรษฐ์

kh-ee-t^	19-8-10	เคตซ์,เคซ,เคธ,เคทส์,เคสส์,เคสต์,เคด,เคช,เคส์ส,เขต,เขตต์,เขตร,เขตร์,เขจ,เขษ,เขษม์

t-ee-t^	19-8-3	เตซ,เฏฐ,เตต,เตส,เตท,เตถ,เตช,เตติ,เตสก์,เตน์ท,เตจ

j-ee-t^	19-8-7	เยทส์,เยศ,เยด,เยส,เยต,เยซ,เยย์ส,เยส์ส,เญจ

s-ee-t^	19-8-19	เสตต์,เสตถ์,เสด,เสธ,เสถ,เสท,เทรด,เศส,เศศ,เศช,เสส,เษธ,เษฏ,เษฐ์ซ,เซด,เซท,เซสก์,เซสส์,เซตส์,เซตต์,เสต์ส,เษษ,เศษณ์,เษท,เษตร,เศษฐ์,เษส,เศรษญ์,เศรษฐ์,เสจ,เซซ,เสก์ท,เสซ,เษฎ

khr-ee-t^	19-8-11	เครด,เครซ,เครต,เครส,เครสต์,เครสส์

khl-ee-t^	19-8-24	เคลย์ต

khw-ee-t^	19-8-23	เควซ,เควส

ch-ee-t^	19-8-2	เชท,เชซ,เชช,เชฏฐ์,เชด,เชฐ,เชฎร์,เชฎฐ์,เชส,เชตร,เชตต์,เชตุ,เชษฏ์,เชษฐ์,เฉด,เชศ,เชษฎ์

tr-ee-t^	19-8-14	เตรต

pl-ee-t^	19-8-33	เปลส

pr-ee-t^	19-8-17	เปรต,เปรสส์

p-ee-t^	19-8-12	เปท,เปจ,เปซ,เปส,เปสต์,เปต

d-ee-t^	19-8-13	เฎฐ,เดส,เดจ,เดท,เดซ,เดด,เดสก์,เดย์ด,เดย์ส,เดชน์,เดทซ์

phr-ee-t^	19-8-29	เพรส

z-ee-t^	19-8-27	เอซ,เอตส์,เอดส์,เอดจ์,เอทส์,เอช,เอร์ซ,เอร์ส,เอสต์,เอจ,เอร์ช,เอร์ด,เอร์จ,เอร์ท,เอร์ต,เอร์ธ,เอร์ศ,เอจย์

ph-ee-t^	19-8-6	เพติ,เพย์ต,เผด,เผช,เพศ,เพธ,เพส,เภส,เพช,เพชร,เพชร์,เพชญ,เพชญ์,เพด,เพท,เพทย์,เพจ,เพสต์,เภท,เภต,เภตร,เพ็ช์ร

m-ee-t^	19-8-21	เมส,เมซ,เมถ,เมจ,เมส์ส,เมช,เมสค์,เมห์ด,เมล์ด,เมต,เมตร,เมตต์,เมตซ์,เมต์ท,เมด,เมย์ด,เมย์ซ,เมศน์,เมศวร์,เมษ,เมษฐ์,เมธ,เมธว์,เมศว์,เมท,เมท์ท,เมศร์

b-ee-t^	19-8-30	เบส,เบสต์,เบสท์,เบร์ซ,เบท,เบย์ด,เบย์ท,เบย์ส,เบศ,เบศร์,เบศน์,เบซ,เบต,เบตท์,เบตต์,เบจ,เบธ,เบช,เบชท์,เบด,เบศวร์,เบตร์

c-ee-t^	19-8-1	เจส,เจซ,เจรจ,เจต,เจตน์,เจตต์,เจษ,เจษฎ์,เจษฏ์,เจษฐ์,เจด,เจดส์,เจสต์,เจสส์,เจสท์,เจท,เจทท์,เจทส์,เจจ

phl-ee-t^	19-8-5	เพลส,เพลย์ส,เพลท

fl-ee-t^	19-8-32	เฟลด,เฟลท,เฟลต,เฟลต์ส,เฟลช,เฟลส

fr-ee-t^	19-8-36	เฟรช,เฟรซ,เฟรด,เฟรต

dr-ee-t^	19-8-34	เดรส,เดรต

kr-ee-t^	19-8-8	เกรด,เกรซ

kl-ee-t^	19-8-31	เกลด

k-ee-t^	19-8-0	เกต์ท,เกตร,เกศ,เกจ,เกซ,เกส,เกช,เกสท์,เกด,เกสส์,เกสต์,เกสร์,เกติ,เกตซ์,เกตส์,เกตย์,เกตช์,เกตต์,เกตน์,เกตุ,เกษร์

f-ee-t^	19-8-18	เฟส,เฟซ,เฟท,เฟฟ์ซ,เฟทท์,เฟธ,เฟตต์,เฟต์ซ,เฟสต์,เฟด,เฟจย์

br-ee-t^	19-8-26	เบรช,เบรชต์,เบรชท์,เบรต,เบรตต์,เบรด,เบรซ

l-ee-t^	19-8-4	เลย์ส,เลต์ซ,เลล์ซ,เลธ,เลด,เลย์ต,เลฏฐ์,เลซ,เลท,เลล์ช,เลส,เลล์ท,เลล์ต,เลท์ส,เลดส์,เลต์ส,เลจด์,เลฎฐ์,เลชท์,เลศ,เลทท์,เลทร,เลสส์,เลติกส์,เลตต์,เลห์ท,เลจก์

bl-ee-t^	19-8-35	เบลล์ท,เบลล์ต,เบลท,เบลท์ส,เบลด,เบลดส์,เบลธ,เบลต,เบลต์ส,เบลส,เบลสส์

w-ee-t^	19-8-20	เวท,เวด,เวส,เวซ,เวศวร์,เวตร,เวธ,เวฐน์,เวฏ,เวจต์,เวจท์,เวชย์,เวชช์,เวย์ด,เวย์จ,เวย์ส,เวสม์,เวสน์,เวสส์,เวสท์,เวสต์,เวศม์,เวศย์,เวศร์,เวศน์,เวตต์,เวทท์,เวทย์,เวล์ส

ng-ee-t^	19-8-25	เงซ,เงจ,เงด,เงช,เงส

h-ee-t^	19-8-28	เหศ,เหตุ,เหส,เฮด,เฮดจ์,เฮส,เฮซ

s-ee-k^	19-6-19	เศก,เสก,เซกซ์,เซส์ค,เษก,เสกซ์,เสกข์,เสข,เสต์ข,เสกร,เสค

th-ee-k^	19-6-16	เธก,เธค,เธข,เทกซ์,เทกร,เทคส์,เถก

khl-ee-k^	19-6-24	เคลย์ค

ch-ee-k^	19-6-2	เชกห์,เชค,เชย์ก,เฉก,เชกร

phl-ee-k^	19-6-5	เผลก

z-ee-k^	19-6-27	เอค,เอกร,เอกซ์,เอร์ข,เอร์ก,เอร์ค

j-ee-k^	19-6-7	เยกอร์,เยค

p-ee-k^	19-6-12	เปคต์,เปกซ์

n-ee-k^	19-6-15	เนข,เนค,เนก,เนคร,เนฆ,เนรค,เนกซ์,เนห์ข,เนห์ก,เนท์ค

ph-ee-k^	19-6-6	เพก,เภก,เพกก์,เพกซ์

t-ee-k^	19-6-3	เตค,เตก,เตต์ก,เตน์ก,เต๊กซ์

kh-ee-k^	19-6-10	เขก,เคค,เคก,เฆฆ,เขค,เขข

m-ee-k^	19-6-21	เมข,เมกซ์,เมส์ก,เมฆ,เมล์ข,เมฆสว์

c-ee-k^	19-6-1	เจกต์,เจคต์,เจย์ก

f-ee-k^	19-6-18	เฟข,เฟกต์,เฟคท์

fl-ee-k^	19-6-32	เฟลก,เฟลกซ์

d-ee-k^	19-6-13	เดย์ก,เดก,เดกซ์,เดกห์

w-ee-k^	19-6-20	เหวก,เวก,เวกว์,เวค,เวย์ข,เวกซ์,เว๊กซ์

ng-ee-k^	19-6-25	เงก,เงคร

r-ee-k^	19-6-9	เหรก,เรค,เรข,เรกซ์,เรคส์

br-ee-k^	19-6-26	เบรก,เบรค,เบรคส์

bl-ee-k^	19-6-35	เบลล์ก,เบลค

k-ee-k^	19-6-0	เกก,เกข,เกย์ค,เกค

b-ee-k^	19-6-30	เบรค,เบรคส์,เบก,เบกค์,เบกห์,เบค,เบคส์,เบคซ์

l-ee-k^	19-6-4	เลข,เลค,เลก,เลย์ค,เลล์ก,เลท์ค,เลต์ค,เลกซ์,เลกก์,เลกอร์,เลคท์,เลห์ก

h-ee-k^	19-6-28	เฮย์ก,เฮก,เฮ๊กซ์

t-ee-j^	19-1-3	เตย์ย

p-ee-j^	19-1-12	เปร์ย

n-ee-j^	19-1-15	เนซ์ย,เนต์ย

l-ee-j^	19-1-4	เลย์ย

fl-ee-j^	19-1-32	เฟลด์ย

z-ee-j^	19-1-27	เอร์ย

th-ee-n^	19-3-16	เธนทร์,เธนส์,เธร,เทลส์,เทลล์,เทนซ์,เทนธ์,เทนส์,เทนต์,เทนท์,เทรนด์,เถล,เถร,เฐน

j-ee-n^	19-3-7	เยลต์,เยร,เยนทร์,เยนส์,เยนต์,เญญ,เญน,เยนท์,เย้นท์,เย่นท์,เยนท์

t-ee-n^	19-3-3	เตลท์,เตลล์,เตลธ์,เตนส์,เตนท์,เตร,เตช์ร,เตน์น,เตนร์

khr-ee-n^	19-3-11	เครน,เครนส์

khl-ee-n^	19-3-24	เคลล,เคลน,เคลร

khw-ee-n^	19-3-23	เควร

ch-ee-n^	19-3-2	เชญ,เชรสต์,เชลฏฐ์,เชลส์,เชลท์,เชลล์,เชนจ์,เชนท์,เชนทร์,เฉล,เช้นซ์

tr-ee-n^	19-3-14	เตรน

pl-ee-n^	19-3-33	เปลญ

p-ee-n^	19-3-12	เปร,เปลส์,เปย์ร,เปรย์,เปรสส์,เปน,เปนซ์,เปญ

ng-ee-n^	19-3-25	เงน,เงร

r-ee-n^	19-3-9	เรนด์,เรนส์,เรณ,เรล,เรลล์,เรลส์,เรนจ์,เรนซ์,เรนทร์,เรนท์,เรนดต์,เรนต์,เรนช์,เรนฮ์,เรย์น,เรร,เรนน์

kh-ee-n^	19-3-10	เคห์ล,เคลอร์,เคลร์,เคลย์,เครบส์,เครสส์,เครสต์,เครนส์,เขล,เคน,เคนท์,เคนทร์,เคนต์,เคนส์,เขน,เขร

z-ee-n^	19-3-27	เอนท์,เอนด์,เอลฟ์,เอลส์,เอลล์,เอร์ร,เอร์น,เอร์ล,เอห์ร,เอญ,เอร์ณ

s-ee-n^	19-3-19	เสล,เสร,เสนห์,เทรนด์,เศร,เศน,เซร,เซนด์,เซนท์,เซนซ์,เซนส์,เซนต์,เซลฟ์,เซลส์,เซลล์,เษณ,เษร,เศรน,เศรณ,เศรษญ์,เศรษฐ์,เษน

m-ee-n^	19-3-21	เมน,เมร,เมณฑ์,เมนต์,เมนท์,เมนทร์,เมนส์,เมล,เมลล์,เมลส์,เม้ทน์

ph-ee-n^	19-3-6	เผน,เผล,เพน,เภร,เพร,เพล,เพลย์,เพนต์,เพนท์,เพนทร์,เพนซ์,เพนน์,เพนส์,เพณ,เภณ

c-ee-n^	19-3-1	เจร,เจย์ล,เจน,เจนท์,เจนส์,เจนด์,เจนต์,เจล

phl-ee-n^	19-3-5	เพลย์น

fl-ee-n^	19-3-32	เฟลด์ร,เฟลด์น,เฟลล

fr-ee-n^	19-3-36	เฟรน,เฟรนด์,เฟรนซ์,เฟรนช์

f-ee-n^	19-3-18	เฟร,เฟรย์,เฟรนช์,เฟรนซ์,เฟรนด์,เฟนต์,เฟนท์,เฟนส์,เฟลล์,เฟลปส์,เฟลต์,เฟลกซ์,เฟลฟ์,เฟลด์

d-ee-n^	19-3-13	เฎร,เดห์น,เดรย์,เดรส์,เดลส์,เดลล์,เดนต์,เดนน์,เดนซ์,เดนท์,เดนส์

w-ee-n^	19-3-20	เวน,เวร,เวฬ,เวย์น,เวณ,เวนค์,เวนธ์,เวนท์,เวนส์,เวนต์,เวนย์,เวลช์,เวลซ์,เวลต์,เวลด์,เวลท์,เวลส์,เวลธ์,เวลล์

kr-ee-n^	19-3-8	เกรน

k-ee-n^	19-3-0	เกน,เกร,เกล,เกนต์,เกนน์,เกนส์,เกนท์,เกย์น,เกลย์,เกลด์,เกต์น,เกรย์,เกณท์,เกณฑ์

kw-ee-n^	19-3-22	เกวล,เกวน

br-ee-n^	19-3-26	เบรน,เบรนท์,เบรนต์,เบรล,เบรลล์

l-ee-n^	19-3-4	เลย์น,เหลน,เลญ,เลน,เลร,เลล,เลลต์,เลลล์,เลณ,เลนด์,เลนจ์,เลนท์,เลนส์,เลนต์,เลนซ์,เลส์ล

bl-ee-n^	19-3-35	เบลน,เบลนด์,เบลนอร์,เบลล,เบลลต์,เบลลล์

b-ee-n^	19-3-30	เบน,เบนซ์,เบนท์,เบนน์,เบนห์,เบร,เบรนท์,เบรนต์,เบรชต์,เบรชท์,เบรคส์,เบรลล์,เบรตต์,เบรย์,เบล,เบลนด์,เบลล์,เบลลต์,เบลลล์,เบลท์,เบลอส์,เบลดส์,เบลธ์,เบลต์,เบลส์,เบลสส์,เบญ,เบญจ์,เบห์น

h-ee-n^	19-3-28	เหร,เหน,เหล,เฮล,เฮลท์,เฮลธ์,เฮลล์,เฮน,เฮนจ์,เฮนน์,เฮร

n-ee-n^	19-3-15	เนท์ล,เนลส์,เนลล์,เนนด์,เนนทร์,เนนท์,เนต์ล,เนร,เนซ์ร,เนซ์ล,เณร,เณน,เนนซ์,เน้นซ์

z-e-j^	20-1-27	เอ็ย

r-e-w^	20-5-9	เร็ว

z-e-n^	20-3-27	เอ็นด์,เอ็นท์,เอ็ล

l-e-n^	20-3-4	เล็น

khl-e-n^	20-3-24	เคล็น

th-e-n^	20-3-16	เท็น,เท็ล

s-e-n^	20-3-19	เซ็นส์,เซ็นท์,เซ็นต์,เส็น

t-e-n^	20-3-3	เต็ลส์,เต็นท์

j-e-n^	20-3-7	เย็น

p-e-n^	20-3-12	เป็น

r-e-n^	20-3-9	เร็น,เร็นจ์

kh-e-n^	20-3-10	เค็ญ,เค็น,เข็ญ,เข็น

h-e-n^	20-3-28	เห็น

m-e-n^	20-3-21	เม็น,เหม็น

n-e-n^	20-3-15	เน็น

ph-e-n^	20-3-6	เพ็ญ,เพ็นส์,เพ็นท์

c-e-n^	20-3-1	เจ็น

b-e-n^	20-3-30	เบ็ญ,เบ็น,เบ็นซ์

d-e-n^	20-3-13	เด็น,เด็นท์,เด็ล,เด็นส์

w-e-n^	20-3-20	เว็น

k-e-n^	20-3-0	เก็น

z-e-p^	20-2-27	เอ็ฟ,เอ็บ,เอ็พ

s-e-p^	20-2-19	เซ็ปต์,เซ็บ,เซ็ปส์,เซ็พ

t-e-p^	20-2-3	เต็ป,เต็ปป์

j-e-p^	20-2-7	เย็บ

kh-e-p^	20-2-10	เข็บ

h-e-p^	20-2-28	เห็บ,เฮ็บ

n-e-p^	20-2-15	เน็บ,เหน็บ

ph-e-p^	20-2-6	เพ็บ

c-e-p^	20-2-1	เจ็บ

b-e-p^	20-2-30	เบ็ป,เบ็บ

d-e-p^	20-2-13	เด็บ,เด็ป,เด็ปป์,เด็บต์

w-e-p^	20-2-20	เว็บ,เว็ป

l-e-p^	20-2-4	เล็บ,เล็ป

k-e-p^	20-2-0	เก็บ

z-e-ng^	20-4-27	เอ็ง

ch-e-ng^	20-4-2	เช็ง,เช็งส์

r-e-ng^	20-4-9	เร็ง

khr-e-ng^	20-4-11	เคร็ง

ng-e-ng^	20-4-25	เง็ง

s-e-ng^	20-4-19	เซ็ง,เส็ง

t-e-ng^	20-4-3	เต็ง

j-e-ng^	20-4-7	เย็ง

p-e-ng^	20-4-12	เป็ง

pr-e-ng^	20-4-17	เปร็ง

kh-e-ng^	20-4-10	เค็ง,เข็ง

m-e-ng^	20-4-21	เม็ง,เหม็ง

ph-e-ng^	20-4-6	เพ็ง

c-e-ng^	20-4-1	เจ็ง

h-e-ng^	20-4-28	เห็ง,เฮ็ง

f-e-ng^	20-4-18	เฟ็ง

d-e-ng^	20-4-13	เด็ง

l-e-ng^	20-4-4	เล็ง
